SR,DEW,TEM,TEM_MAX,TEM_MIN,WS_MAX,WS_MIN,WS,RH,RF
19.3,24,3.78,28.17,24.39,1.65,0.82,0.83,89.5,5
20.45,23.14,6.29,30.21,23.92,1.13,0.27,0.85,83,15.33
19.77,23.04,6.85,30.77,23.92,0.93,0.1,0.83,79.94,22.04
20.98,23.23,6.64,30.03,23.39,1.46,0.7,0.76,83.62,12.05
21.96,22.84,7.77,30.74,22.97,1.84,0.63,1.21,81.69,4.07
14.81,23.73,5.22,29.13,23.91,2.32,1.12,1.2,87.94,17.32
17.22,23.08,7.02,30.09,23.07,1.55,0.13,1.42,84.75,15.55
18.39,22.87,7.55,30.86,23.3,1.09,0.16,0.93,80.81,3.93
14.89,23.77,3.97,27.88,23.91,1.62,0.78,0.84,89.88,6.56
19.11,23.27,7.45,30.07,22.63,2.24,0.84,1.41,86.19,5.01
14.24,23.58,7.12,30.02,22.9,2.45,1.15,1.3,87.38,6.05
13.77,23.7,5.47,28.23,22.75,1.76,0.63,1.12,91.38,18.31
15.93,23.91,6.78,30.01,23.23,2.18,0.93,1.25,87.5,5.75
16.11,23.9,5.64,29.51,23.88,1.84,0.8,1.05,87.75,18.68
5.7,23.59,4.49,27.82,23.33,1.69,1.09,0.6,89.94,12.44
13.66,23.15,4.77,27.76,23,1.73,0.84,0.88,88.44,9.09
19.16,22.94,7.28,29.98,22.69,2.02,0.12,1.9,84.94,3.82
20.88,22.32,7.38,29.37,22,2.57,0.95,1.62,84.56,2.44
20.38,22.4,8.07,30.01,21.94,2.38,0.7,1.69,84.75,2.46
20.73,22.22,6.3,28.45,22.15,2.41,1.26,1.15,86.38,1.73
21.12,22.11,8.77,30.01,21.23,2.25,0.57,1.67,84.31,1.01
16.86,22.28,6.26,28.65,22.39,2.38,1.1,1.28,86.38,2.61
17.77,22.33,6.87,29.32,22.45,2.48,0.98,1.5,85.31,2.05
20.21,22.07,7.35,29.12,21.77,1.8,0.24,1.55,84.19,2.32
17.74,22.6,7.37,29.78,22.4,1.92,0.38,1.55,85.31,8.42
21.72,22.26,7.59,29.8,22.21,1.62,0.93,0.69,83.44,0.49
20.53,22.03,8.14,29.58,21.44,2.3,1.05,1.25,84.62,1.3
11.52,22.62,7.55,29.49,21.94,2.57,1.03,1.54,87.12,2.31
15.87,22.98,6.75,29.01,22.26,1.8,0.44,1.37,87.19,8.11
14.57,22.99,5.1,28.01,22.91,1.92,0.7,1.22,87.69,4.9
12.98,22.75,6.64,29.55,22.91,1.53,0.81,0.72,85.44,7.6
11.54,23.37,5.52,28.33,22.8,1.53,0.16,1.38,89.06,5.52
18.83,23.12,7.21,30.27,23.06,1.32,0.16,1.16,83.5,1.65
19.62,23.23,7.84,30.51,22.67,1.86,0.48,1.38,84.81,2.94
20.5,21.82,8.08,29.98,21.9,1.51,0.97,0.54,82.06,0.1
21.58,21.34,9.55,30.23,20.68,1.72,0.09,1.63,80.19,0.01
20.92,21.94,7.99,29.99,22,1.65,0.28,1.37,80.12,1.31
22.14,21.93,8.45,30.19,21.74,1.77,0.03,1.74,80,1.53
21.16,22.08,8.09,30.32,22.23,1.48,0.26,1.23,80,1.42
22.27,21.18,9.15,30.39,21.25,1.85,0.54,1.31,78.81,0.33
21.96,21.89,9,30.28,21.28,1.76,0.28,1.48,80.81,0.02
20.23,21.58,7.81,29.7,21.9,2.23,0.45,1.77,79.94,0.87
20.16,21.55,8.73,29.88,21.15,1.89,0.22,1.67,81.44,1.82
21.12,22.17,8.29,30.13,21.84,1.78,0.67,1.11,82.19,3.49
20.94,22.21,9.16,30.33,21.17,2.1,0.96,1.15,83.69,0.59
20.73,21.98,8.74,29.74,21,2.37,1.16,1.21,83.62,0.2
14.94,22.18,7.84,29.73,21.9,2.27,0.98,1.29,83.25,0.21
20.16,22.48,7.52,29.88,22.35,2.15,0.76,1.39,83.19,0.08
22.22,22.25,8.11,29.88,21.78,2.45,0.88,1.58,83.75,0.07
21.73,21.83,9.09,30.02,20.94,1.68,0.95,0.73,83.12,0.02
22.2,21.63,9.37,29.97,20.61,2.12,0.91,1.2,82.81,0
20.61,21.99,8.15,29.74,21.59,1.59,0.54,1.05,82.25,0.18
19.86,22.86,8.16,30.41,22.25,2.08,0.16,1.92,83.06,0.16
20.16,22.3,7.79,30.03,22.24,2.05,0.94,1.11,82.88,0.43
20.33,22.38,8.67,30.27,21.6,1.66,0.26,1.4,82.5,0.86
17.78,22.32,6.64,30.33,23.69,0.97,0.11,0.86,78.19,0.7
19.65,22.54,8.02,30.72,22.69,1.16,0.39,0.77,79.62,0.29
18.37,22.33,7.77,30.52,22.76,1.22,0.12,1.09,79.44,0.72
20.89,22.06,8.52,30.37,21.84,1.9,0.37,1.53,79.56,0.08
21.17,21.78,7.7,30.12,22.43,1.98,0.22,1.76,78.81,0.01
22.03,21.22,9.45,30.62,21.17,1.76,0.04,1.73,77.62,0
21.9,22.22,8.27,30.29,22.01,2.01,0.55,1.46,81.31,1.09
17.03,23.13,8.32,30.58,22.26,1.86,0.14,1.71,84,1.51
19.5,23.55,7.77,30.94,23.18,1.88,0.41,1.47,84.19,2.29
19.93,23.23,7.23,30.5,23.26,2.09,0.13,1.95,83.25,1.18
13.34,22.83,6.77,29.86,23.09,2.26,0.8,1.45,83.56,0.21
21.72,22.49,8.84,30.36,21.51,1.97,0.12,1.85,82.5,0.25
22.69,22.73,8.7,30.81,22.12,1.83,0.2,1.62,81.56,0.09
23.64,21.65,8.13,30.45,22.31,2.03,1.09,0.95,78.88,0.02
23.59,21.03,10.66,30.38,19.73,1.8,0.08,1.71,78.5,0
22.37,22.01,8.68,30.54,21.87,1.22,0.73,0.48,78.94,0
21.11,22.94,7.62,30.69,23.08,1.23,0.85,0.38,81.88,0
21.13,23.38,7.3,30.8,23.49,1.62,0.54,1.08,82.44,0.8
17.16,23.58,6.16,30.1,23.94,1.75,1.1,0.65,85.69,3.58
21.25,22.69,7.5,30.33,22.83,1.92,0.91,1.02,81.88,1.75
16.43,22.37,7.36,30.21,22.85,1.86,0.37,1.48,81,5.89
19.49,22.83,7.57,30.48,22.91,2.27,0.6,1.67,83,4.77
14.79,21.87,5.99,28.87,22.87,2.45,1.26,1.2,82.25,1.11
21.15,20.84,9.1,30.14,21.04,1.73,0.38,1.34,77.31,0.04
21.96,20.34,9.75,29.83,20.08,2.05,0.34,1.71,77.25,0.03
19.85,21.68,8.6,30.25,21.65,1.84,0.02,1.83,79.56,1.23
17.05,21.91,6.58,29.11,22.52,1.75,0.88,0.87,81.56,0.65
22.41,21.68,7.04,29.91,22.87,2.05,1.02,1.03,79.19,0.35
23.09,20.84,8.46,29.98,21.51,2.16,0.56,1.59,77.06,0.15
17.56,22.51,8.75,30.04,21.29,1.85,0.62,1.23,84.69,1.74
15.76,23.08,7.53,30.15,22.61,2.5,0.79,1.71,85.69,12.98
17.19,23.52,7.38,30.28,22.9,1.5,0.23,1.27,86,8.8
20.12,23.62,7.58,30.73,23.15,1.79,0.39,1.39,84.31,8.67
17.7,24.05,6.76,30.72,23.96,2,0.23,1.77,85.56,5.25
20.26,23.44,3.81,28.02,24.21,1.69,0.65,1.04,87,4.62
19.13,23.01,7.42,31.26,23.84,1.21,0.49,0.71,80.12,1.18
22.6,22.9,8.15,31.34,23.19,1.08,0.55,0.52,80.06,0.64
24.34,22.23,9.9,30.76,20.86,1.63,0.59,1.04,82.31,6.44
16.44,22.9,6.77,29.8,23.04,2.16,0.66,1.5,83.69,6.04
22.85,21.73,8.39,30.13,21.74,2.81,0.91,1.9,81.06,0.37
24.4,21.39,9.12,30.28,21.15,2.55,1.19,1.36,80.31,0
24.77,21.41,8.55,30.18,21.62,2.84,1.2,1.63,79.94,0.43
19.76,21.7,8.3,30.01,21.73,3.25,1.3,1.95,81.62,0.58
19.61,21.89,8.68,30.58,21.9,2.93,1.27,1.65,81.06,0.45
24.44,22.08,8.31,30.79,22.48,2.4,0.85,1.55,79.81,0.74
23.24,21.59,9.41,31.01,21.61,1.74,0.56,1.18,78.19,0.33
24.33,21.83,9.49,31.2,21.71,1.99,0.71,1.28,78.88,0.57
23.95,22.44,9.85,31.35,21.5,1.97,0.36,1.61,81.06,6.18
23.01,22.21,9.29,31.26,21.98,1.87,0.49,1.38,79.62,0.65
23.68,21.9,9.66,31.67,22.01,1.63,0.09,1.55,76.12,0.16
23.47,21.68,9.7,31.97,22.27,1.55,0.2,1.35,74.5,0.07
22.56,21.83,9.58,31.73,22.15,1.27,0.16,1.12,75.25,0
24.49,22.28,9.85,31.94,22.08,1.9,0.48,1.43,76.75,0
22.71,22.93,8.54,32.33,23.8,1.63,0.36,1.27,76.19,0.26
18.25,23.5,7.94,31.6,23.65,1.63,0.43,1.2,81.5,4.94
15.85,24.16,3.37,28.03,24.66,2.07,0.32,1.75,89.06,1.91
17,23.55,6.09,30.34,24.25,1.46,0.55,0.91,82.5,3.41
21.27,23.3,7.41,31.75,24.33,1.41,0.28,1.13,79.12,0.88
22.74,23.88,7.37,32.01,24.64,1.7,0.6,1.11,80.94,1.27
22.21,24.11,6.79,31.74,24.96,2.09,0.72,1.38,81.44,1.05
17.45,24.03,6.23,31.19,24.97,1.3,0.88,0.41,82.06,6.38
23.23,23.03,9.5,32.86,23.36,1.2,0.2,0.99,76.94,0.29
21.47,23.05,9.05,32.55,23.51,1.46,0.42,1.04,76.19,0.13
24.45,23.78,8.21,32.46,24.25,1.45,0.51,0.95,78.38,0.96
21.68,23.82,6.78,31.76,24.98,1.34,0.16,1.18,78.81,2.94
24.45,22.72,8.45,32.23,23.8,1.91,0.42,1.49,76.44,0.49
22.88,21.83,8.72,31.98,23.26,2.16,0.34,1.81,74.44,0.25
24.68,21.65,9.42,31.76,22.34,1.7,0.17,1.52,74.62,1.21
23.54,19.95,8.79,31.18,22.38,1.45,0.38,1.07,69.75,0.59
23.18,19.09,11.02,32.51,21.49,1.09,0.24,0.84,64.5,0
21.71,21.31,7.94,30.98,23.05,1.44,0.08,1.36,72.69,1.25
20.17,22.09,7.84,31.45,23.62,1.46,0.11,1.35,74.81,0.47
19.17,22.73,6.29,30.64,24.35,1.28,0.33,0.95,77.38,0.57
20.08,23.82,3.94,28.72,24.78,1.05,0.38,0.67,85.44,5.19
17.85,23.63,6.85,30.8,23.94,1.18,0.27,0.91,82.5,14.66
19.21,23.38,8.62,32.53,23.92,1.21,0.29,0.92,77.81,1.44
21.64,23.43,8.87,33.19,24.33,1.07,0.06,1.02,76.06,2.52
23.08,24.13,7.33,32.69,25.37,1.49,0.09,1.41,78.69,8.25
23.29,23.63,8.55,33.23,24.67,1.52,0.35,1.18,76.5,2.99
23.42,22.66,8.81,32.87,24.05,1.3,0.59,0.72,73.88,1.6
22.75,22.04,9.57,33.22,23.65,0.99,0.15,0.84,71.44,1.99
21.2,23.8,7.68,32.61,24.93,1.94,0.04,1.89,78.38,3.4
18.22,24.3,7.58,32.93,25.35,0.98,0.06,0.92,79.56,11.89
17.94,24.28,7.37,31.96,24.59,1.65,0.09,1.56,81.06,22.37
25.1,22.87,8.62,32.76,24.14,1.67,0.15,1.53,75.06,1.84
16.14,23.89,8.27,31.94,23.67,1.6,0.09,1.51,83.31,34.57
21.76,24.15,4.52,29.31,24.78,1.6,0.23,1.37,86.44,5.67
20.9,23.93,2.27,27.48,25.2,1.12,0.13,0.98,86.69,4.2
21.49,23.44,5.07,30.33,25.26,1.28,0.08,1.2,80.19,6.65
21.34,23.4,7.49,32.54,25.05,0.8,0.05,0.75,75.88,1.19
21.02,22.14,8.14,32.19,24.05,1.34,0.26,1.08,74,0.66
24,22.51,7.65,32.51,24.86,1.39,0.18,1.21,72.5,0.13
23.12,23.78,7.32,32.6,25.28,1.59,0.12,1.48,77.31,2.01
22.01,24.66,4.65,30.3,25.65,1.36,0.52,0.84,85.38,6.54
18.27,23.23,7.43,31.83,24.4,1.31,0.27,1.05,76.94,0.36
20.27,23.92,5.09,30.95,25.86,1.02,0.06,0.95,79.31,3.81
15.5,23.8,4.19,29.12,24.94,1.72,0.5,1.22,83.88,27.66
11.8,24.31,2.95,27.93,24.98,1.68,0.34,1.34,88.94,5.57
21.62,23.55,8.08,32.38,24.3,1.52,0.24,1.27,79.06,3.12
19.91,24.19,6.92,32.01,25.09,1.2,0.17,1.03,81.19,7.54
23.91,23.93,7.7,32.74,25.05,0.88,0.14,0.73,77,2.45
21.2,24.05,7.52,32.95,25.44,1.15,0.23,0.92,76.81,3.34
19.8,24.26,5.23,31.12,25.9,0.65,0.13,0.52,80,18.73
17.6,23.98,4.41,29.77,25.37,0.62,0.14,0.48,81.69,35.62
22.37,23.68,6.62,31.68,25.05,0.62,0.05,0.58,78.81,3.28
22.24,23.55,6.35,31.15,24.8,1.06,0.08,0.98,79.44,9.56
14.17,23.74,4.29,29.12,24.83,1.16,0.12,1.04,84.31,25.23
16.52,23.55,5.52,29.48,23.95,1.47,0.13,1.34,84.69,21.89
16.14,23.43,3.94,28.27,24.33,1.12,0.63,0.49,85.94,12.67
19.19,23.26,6.77,30.85,24.08,1.41,0.58,0.83,81.62,6.78
16.54,24.61,2.99,28.02,25.02,1.39,0.59,0.8,91.19,29.25
11.73,24.23,3.22,27.6,24.38,1.46,0.25,1.21,91.06,20.72
15.06,23.82,3.45,28.01,24.57,1.63,0.69,0.94,87.75,34.56
19.45,23.9,6.67,31.52,24.85,1.27,0.28,0.98,81.31,9.46
17.8,24.27,2.79,27.69,24.9,2.16,0.56,1.61,89.31,4.97
20.69,24.42,5.55,30.22,24.65,1.7,0.68,1.02,85.75,3.48
20.88,25.13,3.47,29.36,25.88,1.65,0.63,1.02,88.19,5.09
16.57,24.4,4.32,29.98,25.66,1.65,0.8,0.84,85.25,2.03
19.47,24.56,3.8,29.49,25.69,1.03,0.36,0.67,86.19,11.59
19.43,24.82,3.84,29.52,25.68,2,0.77,1.23,87.38,5.58
12.92,25.19,4.94,30.64,25.7,1.47,0.35,1.12,86,37.36
18.47,25.04,5.09,30.69,25.6,1.24,0.11,1.13,85.81,13.81
17.8,25,3.71,29.24,25.53,1.5,0.02,1.48,88.12,9.4
21.43,24.34,4.12,29.24,25.12,1.88,0.55,1.33,85.31,2.22
16.8,23.67,4.76,30.01,25.26,0.94,0.36,0.58,80.19,5.5
22.64,24.65,5.23,30.75,25.51,1.25,0.14,1.11,84.5,2.44
14.82,25.15,3.1,28.68,25.58,1.38,0.12,1.26,90.94,32.66
6.29,24.51,2.88,27.14,24.26,2.23,0.65,1.57,92.5,12.54
21.04,23.64,8.12,32.14,24.02,0.91,0.53,0.38,78.94,0.19
21.32,24.56,4.71,31.01,26.29,1.23,0.38,0.85,80.69,1.43
18.01,24.42,2.24,27.95,25.71,1.02,0.22,0.8,87.12,4.33
22.02,23.94,4.38,29.75,25.37,1.52,0.18,1.34,83.12,2.36
15.71,24.48,4.41,29.7,25.3,1.79,1.02,0.76,86.25,9.77
15.06,24.69,3.16,28.49,25.33,2.1,0.81,1.28,90.12,12.04
17.93,23.72,3.54,29.03,25.49,0.91,0.35,0.56,81.88,4.28
21.45,24.26,4.35,29.49,25.14,1.02,0.51,0.52,85.19,4.19
9.12,24.69,2.8,28.3,25.5,1.62,0.73,0.89,89.5,6.5
21.06,24.13,5.91,31.26,25.36,0.98,0.09,0.89,81.19,3.9
19.95,24.73,3.69,29.58,25.9,0.89,0.41,0.48,85.69,7.21
14.74,24.98,2.74,28.23,25.48,2.02,0.92,1.09,92.19,25.89
18.2,23.66,4.45,29.64,25.19,1.01,0.19,0.82,81.75,5.49
16.79,24.51,2.66,28.05,25.39,1.76,0.47,1.28,89.38,52.99
20.94,24.34,2.69,27.33,24.64,1.78,0.5,1.29,92.12,9.94
18.74,23.68,4.86,29.4,24.55,1.27,0.24,1.02,84.12,14.94
17.27,24.11,4.19,29.44,25.25,1.17,0.44,0.73,84.56,3.35
12.53,24,2.91,27.73,24.81,1.98,0.72,1.27,88.19,10.13
18.66,23.48,4.88,29.37,24.49,1.42,0.76,0.66,83.81,5.31
17.86,23.3,4.02,28.65,24.64,1.12,0.5,0.62,83.5,11.69
16.85,23.3,4.34,29.12,24.79,1.42,0.23,1.19,82.88,5.1
19.49,23.11,6.43,30.58,24.15,1.34,0.68,0.67,79.94,0.48
22.11,23.73,6.58,31.38,24.8,1.63,0.08,1.56,79.44,2.51
15.72,24.12,2.78,28.52,25.74,0.73,0.03,0.7,83.88,4.92
15.91,24.01,3.38,28.91,25.54,0.98,0.52,0.47,83.5,6.38
8.01,23.88,3.69,28.22,24.53,1.88,0.41,1.48,86.75,25.27
18.52,22.83,6.42,30.21,23.79,2.02,0.61,1.41,79.5,2.67
18.9,24.11,5.12,29.51,24.4,1.87,0.63,1.23,85.56,1.38
19.31,24.34,4.85,29.5,24.65,1.59,0.18,1.41,85.62,8.95
18.42,24.3,2.74,28.02,25.28,1.48,0.24,1.25,88.06,11.1
20.41,23.12,5.38,30.3,24.92,1.2,0.33,0.87,80.19,6.46
19.4,24.12,2.35,26.96,24.6,1.46,0.59,0.88,90.75,11.55
13.81,23.8,4.03,28.88,24.85,1.46,0.74,0.71,85.5,5.25
15.28,23.4,2.35,26.8,24.44,1.44,0.66,0.77,88.94,19.02
19.7,23.06,6.79,30.36,23.56,1.52,0.59,0.92,81.62,1.28
16.9,24.2,3.2,27.76,24.55,1.95,0.88,1.08,90.75,9.46
18.97,23.93,4.75,29.3,24.55,1.31,0.62,0.69,86.25,4.44
20.28,24.35,2.32,27.27,24.95,1.62,0.66,0.97,90.5,17.26
19.38,24.29,5.09,29.4,24.3,2.17,1.07,1.11,88.62,16.5
15.28,23.76,3.39,27.85,24.45,2.17,0.28,1.89,89.12,11.32
16.05,22.65,4.95,29.22,24.28,1.45,0.29,1.16,80.06,0.68
15.61,23.87,5.7,29.7,24.01,2.27,1.18,1.09,85.88,2.09
17.25,24.04,5.98,29.51,23.55,2.27,1.24,1.02,87.75,4.4
19.81,24.14,5.02,29.23,24.22,1.8,0.78,1.02,86.88,4.87
14.86,23.98,4.08,28.72,24.65,1.52,0.57,0.95,86.88,13.83
19.95,24.12,4.23,28.64,24.41,1.72,0.69,1.02,88.12,6.26
15.87,23.49,3.1,27.82,24.72,2.06,0.23,1.83,85.31,2.4
19.02,22.69,6.22,30.22,23.99,0.95,0.27,0.68,76.94,0.35
20.8,23.19,5.34,30.08,24.75,1.57,0.3,1.27,80.12,5.69
15.91,24.12,4.73,29.23,24.51,1.74,0.8,0.95,87.81,9.65
13.12,23.4,1.52,25.08,23.57,1.61,0.67,0.94,93.88,23.68
19.58,22.79,5.64,28.94,23.3,1.69,0.41,1.27,85,13.93
18.12,23.39,4.25,27.93,23.68,2.13,0.4,1.73,87.69,14.37
15.57,22.85,5.09,28.85,23.75,1.55,0.4,1.16,83.25,2.97
14.9,23.16,4.45,28.75,24.3,1.3,0.69,0.6,83.56,8.9
18.64,23.13,5.08,28.82,23.74,1.59,0.67,0.92,84.94,6.48
14.05,22.78,4.53,29.07,24.54,1.2,0.25,0.95,81.69,6.29
19.29,23.16,5.73,30.05,24.33,0.82,0.13,0.68,80.62,2.76
19.51,23.95,4.13,29.48,25.34,1.37,0.52,0.85,84.25,2.89
15.66,24.05,4.88,29.5,24.61,1.62,0.63,0.98,85.38,13.29
21.12,24.04,4.49,29.33,24.83,1.55,0.13,1.42,87,11.28
14.2,24.41,3.97,28.52,24.56,1.39,0.1,1.29,91.12,31.75
22.88,23.07,6.09,30.02,23.93,1.19,0.52,0.66,81,2.55
20.74,23.73,3.48,28.9,25.42,1.34,0.08,1.26,83.38,6.18
20.36,24.4,3.01,27.51,24.5,1.85,0.48,1.38,92.06,33.42
15.35,24.16,2.07,26.62,24.55,1.91,0.91,1,92.81,11.47
20.43,22.92,4.66,28.67,24.01,1.26,0.42,0.84,83.38,1.71
18.36,23.01,4.44,28.83,24.4,1.4,0.23,1.18,81.5,14.04
20.99,23.38,3.59,28.32,24.73,2.19,0.09,2.09,84.56,3.28
20.23,24.1,4.72,29.11,24.39,1.9,0.52,1.38,87.25,5.65
21.12,24,3.89,28.8,24.91,1.97,0.42,1.55,87.19,5.48
19.81,24.08,4.87,28.95,24.08,2.99,1.37,1.62,88.81,9.59
19.47,23.79,4.98,29,24.03,1.63,1.03,0.61,88,5.76
21,23.74,4.87,29.23,24.36,1.74,0.83,0.91,86,7.32
10.39,23.42,3.55,27.66,24.12,1.72,0.72,1,87.81,12.8
19.02,23.08,5.14,29.33,24.19,1.22,0.33,0.89,81.75,9.96
19.27,23.28,5.12,29.9,24.78,1.48,0.56,0.92,80.75,4.84
21.33,23.71,4.38,29.12,24.73,1.3,0.81,0.49,84.38,4.02
15.78,23.2,5.66,30.19,24.54,1.1,0.33,0.77,79.19,1.51
14.14,23.42,5.41,30.26,24.85,1.21,0.77,0.44,79.94,1.21
14.66,23.51,5.24,29.9,24.65,1.11,0.04,1.07,80.81,0.77
17.2,24.17,5.43,30.51,25.08,1.89,0.27,1.62,83.62,0.97
18.51,24.04,4.77,30.12,25.35,1.59,0.27,1.32,84.31,1.66
21.18,23.94,4.09,29.33,25.23,1.11,0.53,0.59,83.06,1.02
16.55,23.7,4.75,30.22,25.46,1.48,0.07,1.42,80.94,3.6
19.94,23.41,4.98,30.08,25.1,1.29,0.38,0.91,80.69,4.25
10.6,23.81,4.64,29.53,24.89,1.39,0.73,0.66,84.56,4.39
19.17,22.73,4.71,29.05,24.34,1.88,0.45,1.44,81.5,6.06
13,22.48,5.74,30.44,24.69,0.7,0.15,0.55,75.56,1.11
20.77,22.93,6.02,30.8,24.79,1.23,0.34,0.91,76.62,1.66
19,23.94,5.23,30.1,24.87,2.41,0.36,2.05,84.75,1.96
21.35,23.08,6.02,29.25,23.23,1.81,0.35,1.46,84.38,3.36
17.72,23.04,4.02,28.82,24.8,1.11,0.44,0.68,82.19,7.37
18.83,22.71,5.37,29.69,24.32,1.1,0.4,0.7,79.19,4.47
20.67,23.06,5.06,29.52,24.46,0.92,0.45,0.48,80.12,8.68
11.18,23.9,3.85,28.98,25.12,1.76,0.1,1.66,85.38,4.85
19.39,23.37,4,28.26,24.27,1.34,0.31,1.03,85.81,3.62
21.27,23.52,5.2,29.33,24.13,1.65,0.82,0.83,85.19,8.68
21.98,23.62,5.73,30.43,24.69,1.59,0.27,1.33,82.94,4.01
20.02,24.23,4.57,30.1,25.52,1.72,0.34,1.38,84.56,2.25
20.16,24.28,5.38,30.56,25.18,2.52,0.85,1.68,85.44,1.47
19.33,23.84,4.18,28.97,24.8,1.81,0.86,0.95,86.56,1.66
19.29,23.48,3.76,28.41,24.65,1.79,0.77,1.02,85.25,0.55
19.77,23.54,5.69,30.01,24.33,1.81,0.56,1.25,83.31,15.04
17.47,24.05,3.99,28.52,24.53,1.85,0.89,0.96,87.94,8.91
17.32,24.24,5.24,29.9,24.66,2.09,0.69,1.41,86.5,22.61
18.54,23.98,6.34,30.98,24.65,2.11,0.66,1.45,83,3.52
18.43,23.78,4.57,29.87,25.3,1.2,0.27,0.92,82.31,3.14
20.81,24.06,2.73,27.17,24.44,2.1,0.8,1.3,90.69,10.73
16.16,23.9,4.14,28.26,24.12,1.91,0.7,1.2,90.19,14.43
19.09,23.3,5.38,29.12,23.75,1.48,0.55,0.94,84.75,6.97
18.52,23.63,4.24,28.22,23.98,1.82,0.83,0.99,88.12,10.87
16.49,23.01,6.52,30.57,24.05,1.31,0.68,0.63,80.38,3.95
20.84,23.97,4.89,29.36,24.47,1.53,0.8,0.74,85.94,5.79
18.63,24.19,2.96,26.92,23.96,2.95,0.31,2.63,93,16.36
16.13,22.83,5.7,29.19,23.49,1.82,0.36,1.46,84.19,29.56
17.04,23.57,3.85,27.37,23.52,2.3,0.82,1.48,90.81,4.6
17.22,23.6,4.51,28.49,23.99,2.52,0.49,2.04,88.75,15.6
17.42,23.28,3.97,27.83,23.86,1.29,0.63,0.66,88,8.33
13.08,22.74,5.15,28.98,23.83,1.63,0.36,1.27,82.62,14.32
17.89,22.91,5.66,29.22,23.55,1.66,0.73,0.94,83.94,3.6
17.61,23.19,4.58,28.95,24.37,1.76,0.19,1.56,84.62,2.99
12.14,23.8,3.93,27.65,23.73,2.31,0.96,1.35,90.06,5.03
6.3,23.67,2.8,26.94,24.15,1.42,0.59,0.83,90.75,22.94
18.55,23.59,6.45,30.51,24.07,1.9,0.14,1.76,83.88,12.49
10.78,22.61,5.36,29.15,23.79,1.18,0.4,0.78,81.12,4.87
19.22,22.93,6.43,30.51,24.08,1.07,0.3,0.77,79.44,3.77
18.7,24.42,4.91,29.44,24.53,1.65,0.75,0.9,88.31,13.71
18.74,24.16,4.8,29.65,24.86,1.54,0.12,1.41,87.06,6.92
18.71,23.66,2.7,27.3,24.6,1.46,0.66,0.8,88.5,14.13
13.91,23.3,4.69,28.48,23.79,1.56,0.91,0.66,87.56,7.64
15,22.38,6.52,29.13,22.61,1.98,0.74,1.23,84,7.95
14.39,22.98,4.05,27.5,23.45,1.42,0.78,0.63,87.31,2.95
15.6,23.08,4.31,28.01,23.7,1.84,0.44,1.4,85.88,6.47
21.02,23.08,5.54,29.7,24.16,2.03,0.38,1.65,81.81,4.72
17.64,23.4,5.75,29.99,24.24,1.45,0.38,1.07,83.56,6.39
17.18,23.26,5.53,29.87,24.34,1.84,0.62,1.22,83.12,5.62
10.85,22.8,4.57,28.26,23.69,2.15,0.69,1.46,84.69,5.96
17.15,23.08,2.68,26.44,23.76,2.47,0.94,1.53,89.88,13.75
19.17,23.14,6.28,29.85,23.58,1.48,0.7,0.78,83.56,3.98
13.91,23.7,4.53,28.65,24.12,1.84,0.2,1.64,87.38,10.76
21.97,23.55,5.63,29.94,24.3,1.74,0.28,1.46,83.94,11.83
6.99,23.7,2.74,27.02,24.28,2.73,1.39,1.34,90.56,20.33
11.26,23.9,3.09,27.32,24.23,3.94,1.23,2.7,90.62,22.6
12.84,23.48,4.02,28.19,24.18,2.46,0.66,1.81,86.81,13.57
16.18,22.79,4.23,28.48,24.23,1.33,0.23,1.1,83.25,8
17.17,23.13,4.76,28.48,23.73,2.09,0.84,1.25,85,19.24
12.43,23.17,4.15,28.15,24.01,1.54,0.55,1,87.06,8.68
6.25,22.59,6.54,29.87,23.33,1.77,0.76,1.01,81.5,12.29
19.21,22.91,6.35,30.02,23.68,1.75,0.48,1.28,81.81,5.43
17.68,22.97,4.66,29.09,24.44,1.83,0.16,1.67,82.31,10.33
14.68,23.1,6.37,30.72,24.36,1.23,0.18,1.05,79.88,3.87
20.15,23.55,4.74,29.56,24.82,1.4,0.38,1.02,82.94,10.43
20.25,23.17,4.39,28.96,24.58,1.07,0.33,0.74,81.94,8.25
19.14,23.26,6.8,30.53,23.73,1.36,0.16,1.2,81.06,2.61
20.15,23.87,5.35,30.35,25.01,1.39,0.34,1.06,82.56,5
18.66,23.89,4.47,28.86,24.38,2.1,0.88,1.22,87.25,5.01
10.25,22.82,3.17,26.98,23.8,2.12,0.48,1.64,87.06,15.92
18.19,22.71,4.81,28.64,23.83,2.32,0.54,1.78,84.12,3.62
15.8,22.98,5.2,28.63,23.44,2.1,1.02,1.09,85.81,2.67
15.75,23.32,4.13,27.92,23.8,2.34,0.95,1.4,87.88,8.84
8.68,23.36,2.89,26.75,23.86,1.79,0.39,1.4,89.94,7.8
19.85,23.08,5.22,29.01,23.79,1.91,0.51,1.41,84.44,4.25
19.2,23.45,5.58,29.29,23.72,1.95,0.61,1.34,85.06,3.07
14.72,23.11,5.76,29.91,24.15,1.89,0.47,1.43,82.94,6.51
22.76,23.23,6.9,30.86,23.96,1.07,0.27,0.79,81.56,2.71
19.56,24.12,4.58,29.23,24.65,2.12,1.12,1.01,88,16.52
16.76,23.8,3.59,28.09,24.49,2.15,0.98,1.17,88.62,10.16
